episode,start,text
https://www.youtube.com/watch?v=aGHsDnebiIk,302.565,De tweede is dat we zien dat bij LEKKER opeens een extra D komt in de comparatief: lekker - lekkerder.
https://www.youtube.com/watch?v=aGHsDnebiIk,314.035,En dat is omdat het basis adjectief adjectief op een R eindigt.
https://www.youtube.com/watch?v=aGHsDnebiIk,320.479,"Dus dan wordt het niet ""lekkerer"", maar het wordt dan ""lekkerder""."
https://www.youtube.com/watch?v=aGHsDnebiIk,327.067,En dit geldt voor alle adjectieven die eindigen op een -R.
https://www.youtube.com/watch?v=aGHsDnebiIk,331.456,Bij de superlatief zagen we dat het dus eindigt op een -ST of op -STE.
https://www.youtube.com/watch?v=aGHsDnebiIk,338.89,En zoals ik al zei: in deze constructie mag je allebei gebruiken.
https://www.youtube.com/watch?v=aGHsDnebiIk,344.04,Dus jij mag kiezen!
https://www.youtube.com/watch?v=aGHsDnebiIk,345.946,Dan nog iets extra's over de constructies.
https://www.youtube.com/watch?v=aGHsDnebiIk,349.315,Als je bij een comparatief de beide elementen noemt in de zin dan gebruik je comparatief + DAN.
https://www.youtube.com/watch?v=aGHsDnebiIk,358.108,"Dus: ""Nala is kleiner DAN Veggie."""
https://www.youtube.com/watch?v=aGHsDnebiIk,363.075,"En anders kun je alleen zeggen: ""Nala is kleiner."""
https://www.youtube.com/watch?v=aGHsDnebiIk,366.349,Maar als je dus het andere element toevoegt dan zeg je DAN.
https://www.youtube.com/watch?v=aGHsDnebiIk,371.414,"""Kleiner DAN..."" ""Sneller DAN..."" ""Groter DAN..."""
https://www.youtube.com/watch?v=aGHsDnebiIk,377.82,En bij de superlatief zet je altijd HET voor de superlatief (in de constructie die die we vandaag zien).
https://www.youtube.com/watch?v=aGHsDnebiIk,386.44,Dus ook als het een de-woord is!
https://www.youtube.com/watch?v=aGHsDnebiIk,389.229,"""DE Ferrari is HET snelst."""
https://www.youtube.com/watch?v=aGHsDnebiIk,393.369,Dus een de-woord en superlatief is met HET.
https://www.youtube.com/watch?v=aGHsDnebiIk,398.088,En dat komt omdat de superlatieven gezien worden als het-woorden.
https://www.youtube.com/watch?v=aGHsDnebiIk,404.554,Maar als je de superlatief vóór het zelfstandig naamwoord zet dan gebruik je wel het lidwoord van het woord.
https://www.youtube.com/watch?v=aGHsDnebiIk,413.628,Dus dan wordt het (bijvoorbeeld met DE auto).
https://www.youtube.com/watch?v=aGHsDnebiIk,417.626,"""Deze auto is HET snelst."""
https://www.youtube.com/watch?v=aGHsDnebiIk,420.933,"""DE auto is HET snelst."""
https://www.youtube.com/watch?v=aGHsDnebiIk,423.812,"Maar: ""DE snelste auto."""
https://www.youtube.com/watch?v=aGHsDnebiIk,427.302,"Dit is ook weer iets voor video 2, maar ik wilde dat kort alvast zeggen."
https://www.youtube.com/watch?v=aGHsDnebiIk,432.247,"In de constructie van vandaag zeg je dus: HET +
superlatief."
https://www.youtube.com/watch?v=aGHsDnebiIk,438.049,"Dit waren de regels voor alle vormen, behalve vier!"
https://www.youtube.com/watch?v=aGHsDnebiIk,444.523,Er zijn 4 uitzonderingen met onregelmatige vormen.
https://www.youtube.com/watch?v=aGHsDnebiIk,448.772,"En dat zijn: ""goed"", ""weinig"", ""veel"" en ""graag""."
https://www.youtube.com/watch?v=aGHsDnebiIk,454.804,En ik zal van alle 4 een voorbeeld geven.
https://www.youtube.com/watch?v=aGHsDnebiIk,458.196,"We beginnen met ""veel""."
https://www.youtube.com/watch?v=aGHsDnebiIk,459.997,"""Ik houd VEEL van fietsen."""
https://www.youtube.com/watch?v=aGHsDnebiIk,462.478,"""Maar ik houd MEER van yoga."""
https://www.youtube.com/watch?v=aGHsDnebiIk,466.604,"""En ik hou het MEEST van niksen."""
https://www.youtube.com/watch?v=aGHsDnebiIk,471.989,"""Niksen"" is ""niks doen""."
https://www.youtube.com/watch?v=aGHsDnebiIk,474.338,Veel - meer - het meest.
https://www.youtube.com/watch?v=aGHsDnebiIk,477.232,"""Ik sport WEINIG."""
https://www.youtube.com/watch?v=aGHsDnebiIk,479.744,"""Maar mijn buurvrouw sport MINDER (dan ik)."""
https://www.youtube.com/watch?v=aGHsDnebiIk,485.183,"""En mijn buurman sport het MINST."""
https://www.youtube.com/watch?v=aGHsDnebiIk,489.282,"Dus: ""Ik sport WEINIG."""
https://www.youtube.com/watch?v=aGHsDnebiIk,491.919,"""Mijn buurvrouw sport MINDER dan ik."""
https://www.youtube.com/watch?v=aGHsDnebiIk,496.364,"En dit is belangrijk om te onthouden: ""dan IK"". Niet: ""dan MIJ""!"
https://www.youtube.com/watch?v=aGHsDnebiIk,501.744,"""Dan ik""."
https://www.youtube.com/watch?v=aGHsDnebiIk,503.28,"""Maar mijn buurman sport het MINST."""
https://www.youtube.com/watch?v=aGHsDnebiIk,507.099,Weinig - minder - minst.
https://www.youtube.com/watch?v=aGHsDnebiIk,510.594,"Dan gaan we naar ""goed""."
https://www.youtube.com/watch?v=aGHsDnebiIk,512.375,"""Ik vind Nemesis goed."""
https://www.youtube.com/watch?v=aGHsDnebiIk,514.65,"""Maar ik vind Norwegian Wood BETER."
https://www.youtube.com/watch?v=aGHsDnebiIk,521.262,"""En ik vind Lolita het BEST."""
https://www.youtube.com/watch?v=aGHsDnebiIk,526.409,Dus: goed - beter - best.
https://www.youtube.com/watch?v=aGHsDnebiIk,531.135,"De laatste vorm is ""graag"" en die is iets gecompliceerder,"
https://www.youtube.com/watch?v=aGHsDnebiIk,535.948,omdat er niet een letterlijke vertaling is naar het Engels.
https://www.youtube.com/watch?v=aGHsDnebiIk,540.037,"""Ik kijk GRAAG docu's."""
https://www.youtube.com/watch?v=aGHsDnebiIk,543.054,Docu's zijn documentaires.
https://www.youtube.com/watch?v=aGHsDnebiIk,545.835,"""Ik kijk GRAAG documentaires."""
https://www.youtube.com/watch?v=aGHsDnebiIk,548.571,"""Maar ik kijk LIEVER films."""
https://www.youtube.com/watch?v=aGHsDnebiIk,552.679,"""En ik kijk het LIEFST series."" (Op Netflix)."
https://www.youtube.com/watch?v=aGHsDnebiIk,559.306,"Ja, dus: ""Ik kijk GRAAG docu's."""
https://www.youtube.com/watch?v=aGHsDnebiIk,563.412,"""Maar ik kijk LIEVER films."""
https://www.youtube.com/watch?v=aGHsDnebiIk,567.491,"""En het LIEFST kijk ik series."""
https://www.youtube.com/watch?v=aGHsDnebiIk,571.73,Graag - liever - liefst.
https://www.youtube.com/watch?v=aGHsDnebiIk,574.404,"Als je meer wilt leren over ""graag - liever - liefst"", kijk dan deze video."
https://www.youtube.com/watch?v=aGHsDnebiIk,580.228,Die heb ik met mijn lievelingsnichtje opgenomen.
https://www.youtube.com/watch?v=aGHsDnebiIk,584.285,"""Lievelingsnichtje"" = my favorite niece (cousin)."
https://www.youtube.com/watch?v=aGHsDnebiIk,587.205,"Nou zijn twee dingen heel belangrijk met ""graag - liever - liefst""."
https://www.youtube.com/watch?v=aGHsDnebiIk,592.027,"En de eerste is dat ""liever"" en ""liefst"" ook comparatieven en superlatieven zijn van het adjectief ""lief""."
https://www.youtube.com/watch?v=aGHsDnebiIk,600.273,Dus je kan bijvoorbeeld zeggen:
https://www.youtube.com/watch?v=aGHsDnebiIk,602.863,"""Ik vind konijntjes LIEF."""
https://www.youtube.com/watch?v=aGHsDnebiIk,605.752,"""Maar ik vind puppy's LIEVER (dan konijntjes)."""
https://www.youtube.com/watch?v=aGHsDnebiIk,610.164,"""En ik vind kittens het LIEFST."""
https://www.youtube.com/watch?v=aGHsDnebiIk,613.184,Dus hier betekent het: sweet - sweeter - sweetest.
https://www.youtube.com/watch?v=aGHsDnebiIk,617.264,"En bij de constructies van vandaag hebben we steeds de comparatief en superlatief na het zelfstandig 
NAAMWOORD gezet."
https://www.youtube.com/watch?v=aGHsDnebiIk,626.393,"Dus: ""Het huis is GROTER dan..."""
https://www.youtube.com/watch?v=aGHsDnebiIk,630.402,"Of: ""Het huis is het GROOTST."""
https://www.youtube.com/watch?v=aGHsDnebiIk,632.681,"Of: Nala is KLEINER dan."""
https://www.youtube.com/watch?v=aGHsDnebiIk,635.725,"En: ""Dit katje is het KLEINST."""
https://www.youtube.com/watch?v=aGHsDnebiIk,642.776,"Maar met ""graag - liever - liefst - zet je deze naar het werkwoord en vaak dus voor het zelfstandig naamwoord."
https://www.youtube.com/watch?v=aGHsDnebiIk,653.337,"Zoals dus: ""Ik kijk GRAAG docu's."""
https://www.youtube.com/watch?v=aGHsDnebiIk,658.205,"""Ik kijk LIEVER films."""
https://www.youtube.com/watch?v=aGHsDnebiIk,661.434,"""En ik kijk het LIEFST series."""
https://www.youtube.com/watch?v=aGHsDnebiIk,664.392,"En wat veel studenten zeggen is: ""Ik kijk docu's GRAAG."""
https://www.youtube.com/watch?v=aGHsDnebiIk,670.185,"En vooral: ""Ik kijk films LIEVER."""
https://www.youtube.com/watch?v=aGHsDnebiIk,674.197,"En: ""Ik kijk series het LIEFST."""
https://www.youtube.com/watch?v=aGHsDnebiIk,677.109,Maar dat kan niet. Je moet ze dus na het werkwoord zetten.
https://www.youtube.com/watch?v=aGHsDnebiIk,681.233,Dit was dan deel 1 over de comparatief en superlatief.
https://www.youtube.com/watch?v=aGHsDnebiIk,685.442,En deze ging dus vooral over de vormen.
https://www.youtube.com/watch?v=aGHsDnebiIk,688.644,"En in een andere video laat ik nog een aantal andere dingen zien,"
https://www.youtube.com/watch?v=aGHsDnebiIk,693.542,zoals wanneer ze niet na het zelfstandig naamwoord staan maar daarvoor.
https://www.youtube.com/watch?v=aGHsDnebiIk,699.679,En wat zeg je eigenlijk als twee dingen gewoon hetzelfde zijn?
https://www.youtube.com/watch?v=aGHsDnebiIk,704.348,En er dus geen verschil is?
https://www.youtube.com/watch?v=aGHsDnebiIk,707.169,Dat komt dus in een andere video.
https://www.youtube.com/watch?v=aGHsDnebiIk,709.558,En deze les wordt een onderdeel van een nieuwe cursus die ik aan het maken ben voor intermediate students.
https://www.youtube.com/watch?v=aGHsDnebiIk,719.444,"Deze cursus is nog niet af, ik ben hier mee bezig."
https://www.youtube.com/watch?v=aGHsDnebiIk,723.189,"Over een paar weken hoop ik wel al een deel online te 
kunnen zetten"
https://www.youtube.com/watch?v=aGHsDnebiIk,728.294,"en dan kun je een soort van ""pre-enrollment"" doen..."
https://www.youtube.com/watch?v=aGHsDnebiIk,732.573,Ik weet niet hoe je dat zegt.
https://www.youtube.com/watch?v=aGHsDnebiIk,735.185,Maar zoals ik eerst ook had met de beginnerscursus.
https://www.youtube.com/watch?v=aGHsDnebiIk,738.223,Dus dat je je kunt aanmelden en een lagere prijs betaalt
https://www.youtube.com/watch?v=aGHsDnebiIk,744.287,en dan alvast de lessen kunt maken die allemaal online staan.
https://www.youtube.com/watch?v=aGHsDnebiIk,748.323,"En dan zal ik daarna ongeveer twee 
lessen per maand publiceren."
https://www.youtube.com/watch?v=aGHsDnebiIk,752.517,Of ga naar mijn Patreonpagina waar deze materialen al beschikbaar gesteld worden aan patrons als een benefit.
https://www.youtube.com/watch?v=aGHsDnebiIk,760.667,In elk geval: als je meer wilt leren en dan zijn er dus opties.
https://www.youtube.com/watch?v=aGHsDnebiIk,765.118,En houd mijn kanaal en social media en Patreon in de gaten daarover.
https://www.youtube.com/watch?v=aGHsDnebiIk,770.56,Dan nog een kleine oefening voor hier.
https://www.youtube.com/watch?v=aGHsDnebiIk,772.761,Kijk naar deze 3 plaatjes en gebruik LEUK en dus de comparatief en superlatief van LEUK.
https://www.youtube.com/watch?v=aGHsDnebiIk,780.395,En maak hier zinnen mee.
https://www.youtube.com/watch?v=aGHsDnebiIk,782.159,Zet deze in de reacties.
https://www.youtube.com/watch?v=aGHsDnebiIk,784.537,"En wil je nog meer Nederlands leren met 
mij en ben je nog niet geabonneerd?"
https://www.youtube.com/watch?v=aGHsDnebiIk,789.679,Doe dat dan nu!
https://www.youtube.com/watch?v=aGHsDnebiIk,791.393,Geef deze video een like als je hem leuk vond.
https://www.youtube.com/watch?v=aGHsDnebiIk,795.579,En dan zie ik je weer in de volgende video.
https://www.youtube.com/watch?v=aGHsDnebiIk,800.084,Doei!
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,0.0,Wie is er rijker? Koning Willem-Alexander of ik?
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,10.0,"Hallo allemaal, Dutchies to be!"
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,13.315,Ik ben vandaag een beetje verkouden
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,16.478,en misschien hoor je dat ook aan mijn stem
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,20.11,maar ik ga alsnog deze video voor jullie maken
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,23.478,want ik wil jullie vandaag nog een keer iets leren over de comparatief en superlatief.
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,31.833,Dus de vergelijkende trap en de overtreffende trap.
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,36.696,En vijf weken geleden heb ik de eerste video gemaakt over deze twee dingen
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,44.16,en daarbij keken we vooral naar hoe je ze vormt.
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,49.371,"En we hebben toen ook alleen gekeken naar de comparatief en superlatief 
achter een zelfstandig naamwoord."
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,59.169,"Voorbeelden hiervan zijn bijvoorbeeld: ""Mijn auto is snel""."
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,64.331,Dat is het bijvoeglijk naamwoord (snel).
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,67.25,"""Maar jouw auto is sneller dan mijn auto."""
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,71.641,Dus SNELLER  DAN.
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,73.767,"""En de Ferrari is het snelst/snelste""."
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,80.172,Een ander voorbeeld.
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,81.696,"""Toms idee is goed."""
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,85.087,"""Maar Antons idee is beter (dan Toms idee)""."
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,91.149,"""En mijn idee is het best/beste."""
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,99.102,Dit zijn voorbeelden van de comparatief en superlatief van de vorige video.  
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,104.82,"In deze video gaan we kijken wat er gebeurt 
als je de comparatief en superlatief voor het zelfstandig naamwoord zet. "
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,114.24,En we gaan ook kijken naar wat je eigenlijk zegt als twee dingen gewoon hetzelfde zijn.
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,120.513,"Laten we kijken weer naar ""de auto"" en ""snel"" als we die dus voor het zelfstandig naamwoord zetten."
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,127.662,"""Ik heb een SNELLE auto."""
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,130.91,"""Maar heb jij misschien een SNELLERE auto?"""
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,136.944,"""En is de Ferrari dan de SNELSTE auto?"""
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,142.519,"""Tom heeft een GOED idee."""
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,145.488,"""Maar Anton heeft een BETER idee."""
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,149.326,"""En ik heb het BESTE idee."""
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,153.961,"Dus in deze zinnen staan steeds het adjectief, de comparatief en de superlatief voor het zelfstandig naamwoord."
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,162.787,En misschien heb je al gezien dat nu de vormen (sommige vormen) een beetje anders zijn.
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,170.693,Dus daar gaan we nu nog beter naar kijken.
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,173.212,"Allereerst met gewoon het ""basisadjectief"" hadden we eerst:"
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,178.021,"""De auto is SNEL"""
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,180.112,"""Ik heb een SNELLE auto."""
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,182.923,"""Jouw auto is SNELLER dan mijn auto."""
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,187.379,"""En heb je ook een SNELLERE auto?"""
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,192.37,Dus in beide zinnen hebben we hier een comparatief.
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,195.882,Maar in de eerste constructie zonder -E en in de tweede met +E.
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,202.347,"""De auto is SNELLER."""
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,204.399,"""De SNELLERE auto."""
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,207.347,"En bij de superlatief en ""snel"" en ""auto"" hadden we eerst:"
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,212.627,"""De Ferrari is het SNELST(E)."""
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,217.479,"En in de andere: ""De SNELSTE Ferrari."""
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,221.637,"Dus ""het snelst"" of ""het snelste"" is optioneel."
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,226.922,"Maar: ""De snelste Ferrari"" is niet meer optioneel!"
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,232.428,Hier moet altijd +E.
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,234.676,"Waarom is het nu dus ""snellere"" en ""snelste""als je ze voor het zelfstandig naamwoord zet?"
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,242.442,"Dat is omdat hier de comparatief en superlatief 
zich een soort van gedragen als een adjectief."
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,250.775,"En misschien weet je dat een adjectief - als je 
die voor het zelfstandig naamwoord zet - bijna altijd een +E krijgt."
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,260.464,"Dus ""snel"" > ""snelle""."
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,263.024,"En nu ""sneller"" > ""snellere""."
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,265.954,"En ""snelste"". Altijd ""snelste""."
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,269.858,Zoals je misschien al hebt geleerd krijgt een adjectief dus bijna altijd een +E als je het voor een zelfstandig naamwoord zet.
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,278.324,"Met alleen één uitzondering, namelijk als je het adjectief voor een zelfstandig naamwoord zet dat een het-woord is en indefiniet is in de zin."
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,292.694,"En wat dat is, daar gaan we straks beter naar kijken!  "
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,294.91,Maar meestal krijgt het dus een +E.
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,298.669,"En waarom zeg je in zin 1: ""De Ferrari is HET snelst/snelste."""
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,306.844,"En in de tweede: ""DE snelste Ferrari""."
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,310.609,Dus waarom eerst HET en nou DE?
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,313.184,En dat is omdat als je de superlatief na het zelfstandig naamwoord zet
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,319.598,dan wordt het gezien als een zelfstandig naamwoord (ook zelf).
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,327.04,"""De auto"" is een zelfstandig naamwoord."
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,329.823,"Maar ook ""het snelst"" of ""het snelste"" is in deze zin ook een zelfstandig naamwoord"
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,336.956,en dit is een groep (de categorie van de superlatieven) met altijd HET.
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,340.574,Als je meer wilt leren over wanneer je DE of HET gebruikt kijk dan deze video.
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,346.49,Hierin geef ik heel veel categorieën voor de-woorden en het-woorden.
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,351.051,En de link naar die video staat in de beschrijving.
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,353.868,"Nou, als je de superlatief voor het zelfstandig naamwoord zet, dan is het geen zelfstandig naamwoord meer"
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,362.58,maar het gedraagt zich dan als een adjectief.
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,366.166,En dan gebruik je dus gewoon het lidwoord van het woord zelf waar je iets over zegt.
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,374.774,"Dus zoals ""DE snelle auto"" is het dus ""DE snelste auto"" en ook ""DE snellere auto""."
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,385.447,"Laten we nu ook kijken wat er gebeurt als het zelfstandig naamwoord van de zin een het-woord is, zoals bij ""het idee""."
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,394.085,"Eerst: ""Ons idee is GOED."""
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,397.286,"""Tom heeft een GOED idee."""
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,400.473,"""Maar Antons idee is BETER."""
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,403.972,"""Anton heeft een BETER idee."""
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,408.084,"En de laatste: ""Mijn idee is het BEST(E)."""
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,413.061,"""Ik heb het BESTE idee."""
https://www.youtube.com/watch?v=ZDwrY1ZFhAc,416.494,"We zien nu dat ""een goed idee"" en ""een beter idee"" geen +E krijgen."
